state,year,population_16_plus,in_labor_force_16_plus,employed_16_plus,unemployment_rate_total,unemployment_rate_male,unemployment_rate_female,unemployment_rate_age_16_19,unemployment_rate_age_20_24,unemployment_rate_age_25_44,unemployment_rate_age_45_54,unemployment_rate_age_55_64,unemployment_rate_age_65_74,unemployment_rate_age_75_plus,unemployment_rate_white,unemployment_rate_black,unemployment_rate_native_american,unemployment_rate_asian,unemployment_rate_pacific_islander,unemployment_rate_other_race,unemployment_rate_two_or_more_races,unemployment_rate_hispanic,unemployment_rate_white_non_hispanic
ALABAMA,2018,3894696.0,57.4,53.3,6.6,5.1,6.2,22.2,12.9,8.8,7.3,5.0,4.2,3.5,3.3,3.0,5.1,10.8,8.3,3.1,22.9,5.4,11.5
ALASKA,2018,571528.0,69.3,61.4,7.4,5.3,7.0,21.6,13.0,7.7,6.5,5.8,6.2,5.8,4.1,3.6,5.3,7.1,19.3,4.0,9.7,6.9,11.7
ARIZONA,2018,5498826.0,59.5,55.4,6.5,5.3,5.8,21.4,10.3,7.1,5.7,4.8,4.6,5.0,4.3,3.8,5.7,9.5,14.6,4.6,7.0,7.6,10.0
ARKANSAS,2018,2364108.0,58.0,54.7,5.5,4.7,5.1,19.3,10.0,6.3,6.0,4.7,3.5,3.3,2.5,2.7,4.7,10.0,7.3,3.7,5.1,5.0,8.9
CALIFORNIA,2018,31109195.0,63.5,58.9,6.7,5.6,6.3,23.9,11.8,7.4,6.1,5.3,5.0,5.2,4.3,4.6,6.3,11.7,10.5,5.0,8.0,7.7,8.8
COLORADO,2018,4409148.0,68.3,64.4,4.7,4.2,4.3,15.7,7.9,4.8,4.3,3.5,3.5,3.6,3.3,3.0,4.4,7.4,9.6,3.4,7.2,6.2,7.1
CONNECTICUT,2018,2924591.0,66.5,61.9,6.5,5.0,6.0,20.5,10.9,7.3,6.6,5.3,5.1,4.6,4.4,3.8,5.4,11.8,12.1,5.2,25.0,11.2,11.5
DELAWARE,2018,769793.0,62.7,58.6,5.9,5.2,5.5,19.1,9.7,7.1,6.1,4.6,4.5,4.1,4.6,3.2,5.2,8.4,6.6,4.2,3.8,5.8,7.9
FLORIDA,2018,16932309.0,58.7,54.7,6.3,5.3,5.9,21.1,10.9,7.1,6.2,5.1,4.9,4.8,4.1,4.5,5.4,10.3,9.5,4.8,7.7,6.9,8.5
GEORGIA,2018,8082220.0,63.0,58.4,6.4,4.8,5.9,21.7,12.2,7.6,6.3,5.0,4.2,4.1,3.6,3.2,4.8,9.8,8.1,3.8,6.2,4.9,8.8
HAWAII,2018,1147445.0,65.3,59.0,4.5,4.5,4.3,16.0,9.2,5.2,4.3,4.2,3.0,3.3,2.4,2.3,4.6,10.7,7.5,2.8,8.4,5.6,5.4
IDAHO,2018,1298537.0,62.4,59.2,4.7,4.3,4.1,15.5,8.3,5.4,3.4,3.3,3.0,3.0,3.4,3.5,4.4,11.2,11.9,3.0,6.5,4.9,9.8
ILLINOIS,2018,10234674.0,65.3,60.8,6.6,4.7,6.1,21.1,11.9,7.4,5.8,5.2,4.8,4.9,3.7,3.4,5.0,15.5,8.6,4.8,7.5,7.1,10.0
INDIANA,2018,5243518.0,63.9,60.3,5.4,4.6,4.9,17.0,9.2,6.4,5.3,4.6,3.7,3.1,2.9,2.4,4.6,12.5,6.8,4.4,8.7,6.0,9.2
IOWA,2018,2484354.0,67.5,64.8,3.9,3.4,3.5,12.3,6.8,4.1,3.6,3.2,2.8,2.3,2.0,1.7,3.5,11.0,7.5,4.6,8.6,6.2,7.9
KANSAS,2018,2272565.0,66.5,62.9,4.4,3.7,3.9,15.1,7.8,4.9,3.8,3.2,3.0,2.9,2.2,1.3,3.9,8.5,9.8,4.0,10.3,6.6,7.8
KENTUCKY,2018,3542792.0,59.3,55.3,6.1,5.6,5.7,18.4,10.3,7.5,6.2,5.5,4.0,3.2,2.9,3.3,5.6,10.8,11.0,3.7,5.7,6.2,12.2
LOUISIANA,2018,3677980.0,59.7,55.2,6.9,5.0,6.5,23.5,12.6,8.6,7.1,5.6,4.6,4.2,2.8,2.4,5.0,10.8,8.4,4.3,9.7,5.8,11.1
MAINE,2018,1109357.0,63.0,60.0,4.6,4.4,4.2,14.8,8.2,6.2,4.3,3.7,3.2,3.3,2.9,5.5,4.4,9.3,10.1,3.7,0.0,7.6,10.4
MARYLAND,2018,4809210.0,67.8,63.4,5.6,4.2,5.2,18.5,11.3,6.8,5.4,4.3,3.9,3.9,3.7,3.8,4.3,8.3,7.2,4.0,1.8,5.7,7.4
MASSACHUSETTS,2018,5619991.0,67.2,63.5,5.4,4.6,5.0,16.5,9.1,5.8,4.5,4.4,4.2,4.1,3.8,3.2,4.8,9.2,10.9,5.1,6.6,9.0,7.6
MICHIGAN,2018,8027949.0,61.3,57.3,6.5,5.1,6.0,19.5,11.3,7.7,6.2,5.3,4.6,4.1,3.7,3.2,5.2,14.6,9.5,4.8,2.5,7.5,11.0
MINNESOTA,2018,4379008.0,69.7,66.9,3.9,3.2,3.6,11.7,6.4,4.3,3.5,3.0,2.8,3.1,2.4,2.6,3.3,9.9,12.8,4.7,6.3,6.2,7.6
MISSISSIPPI,2018,2350291.0,57.4,52.3,8.2,5.7,7.7,28.4,15.7,11.1,8.6,6.8,5.0,4.3,2.7,3.3,5.8,12.3,13.3,4.3,3.8,6.1,11.6
MISSOURI,2018,4864065.0,63.0,59.4,5.1,4.3,4.8,14.4,8.9,6.3,5.0,4.1,3.8,3.4,2.7,3.0,4.4,10.6,9.3,3.2,4.3,5.1,7.9
MONTANA,2018,838808.0,63.5,60.5,4.2,3.7,4.0,11.2,7.4,4.7,3.5,3.7,3.3,3.3,2.7,2.0,3.7,7.3,13.5,5.3,6.4,2.8,5.2
NEBRASKA,2018,1483161.0,69.8,67.0,3.5,2.8,3.1,13.8,6.0,4.0,2.7,2.9,2.4,2.3,1.4,1.7,3.1,7.9,14.2,4.6,11.9,6.0,7.1
NEVADA,2018,2322826.0,63.7,59.0,6.9,6.2,6.4,20.9,10.2,7.4,6.3,5.6,5.7,5.7,5.8,7.2,6.3,11.4,12.9,5.4,8.5,6.7,9.3
NEW HAMPSHIRE,2018,1114817.0,67.8,64.9,4.0,3.9,3.7,12.0,7.2,4.3,3.3,3.2,2.9,3.3,2.7,2.7,3.9,8.2,4.6,4.0,8.1,6.7,6.9
NEW JERSEY,2018,7142175.0,65.6,61.5,6.1,5.1,5.7,19.2,12.1,6.9,5.7,4.8,4.7,4.6,4.8,4.4,5.2,11.0,9.2,4.5,8.8,6.8,8.6
NEW MEXICO,2018,1655769.0,58.0,53.3,7.2,5.2,6.8,20.6,11.7,9.0,7.2,6.4,4.9,4.5,3.9,4.3,6.3,8.9,15.1,5.1,1.3,7.2,8.0
NEW YORK,2018,15951997.0,63.1,59.2,6.0,4.6,5.7,20.6,12.0,6.9,5.5,4.6,4.4,4.3,3.8,3.7,4.8,10.0,11.3,4.9,8.2,8.2,8.7
NORTH CAROLINA,2018,8124899.0,62.4,57.4,6.3,4.9,5.7,22.4,12.0,7.8,5.7,4.8,4.2,4.1,3.5,3.5,5.0,10.3,9.0,4.8,7.4,6.8,9.7
NORTH DAKOTA,2018,595742.0,70.3,67.3,2.8,2.3,2.6,9.7,4.2,3.4,2.2,1.9,2.6,1.8,1.6,0.8,2.3,7.8,11.7,1.7,4.3,3.9,3.7
OHIO,2018,9332790.0,63.2,59.5,5.8,4.7,5.3,18.3,10.1,6.8,5.8,4.9,4.0,3.6,3.2,3.2,4.7,12.8,11.2,3.9,8.4,8.8,11.3
OKLAHOMA,2018,3063396.0,61.3,57.5,5.3,4.5,4.9,17.6,9.0,6.0,5.0,4.3,3.9,3.5,2.3,2.3,4.6,9.7,7.9,3.6,7.6,4.9,7.4
OREGON,2018,3313374.0,62.2,58.4,6.0,5.6,5.5,20.4,10.0,6.7,5.3,4.6,4.8,4.6,3.8,3.9,5.7,10.8,12.1,4.5,4.4,6.8,9.2
PENNSYLVANIA,2018,10432506.0,62.7,59.0,5.8,4.6,5.4,18.4,11.0,6.7,5.6,4.7,4.1,3.8,3.6,3.3,4.8,12.5,13.2,5.2,7.0,10.9,11.3
RHODE ISLAND,2018,873369.0,64.8,60.5,6.1,5.1,5.6,18.6,9.4,7.3,5.7,5.2,4.7,4.1,3.9,5.0,5.4,9.6,12.2,5.3,0.0,10.6,11.6
SOUTH CAROLINA,2018,3985183.0,60.5,55.9,6.4,4.9,6.1,20.0,12.5,8.0,6.3,4.9,4.6,4.1,2.6,3.1,4.9,10.4,9.0,3.9,6.0,5.8,9.3
SOUTH DAKOTA,2018,673638.0,68.5,65.7,3.5,2.3,3.2,11.4,6.5,4.2,3.4,2.6,2.5,2.5,1.7,1.4,2.4,3.6,20.4,3.7,0.0,1.7,7.4
TENNESSEE,2018,5321857.0,61.2,57.3,5.9,5.0,5.5,18.1,10.7,7.6,5.6,4.8,4.1,3.6,3.3,3.9,5.0,10.0,5.5,3.8,16.8,5.6,10.0
TEXAS,2018,21394120.0,64.6,60.7,5.4,4.3,5.0,18.1,9.5,6.0,4.9,4.1,3.9,3.8,3.4,3.0,4.9,8.4,7.3,4.3,8.1,5.4,7.3
UTAH,2018,2224253.0,68.1,65.3,3.9,3.6,3.4,12.0,5.6,3.6,3.6,2.7,2.9,2.3,1.8,2.0,3.7,6.4,11.3,3.9,5.6,4.7,6.2
VERMONT,2018,521723.0,65.8,63.0,4.1,4.0,3.8,11.9,7.7,4.9,3.9,2.8,2.7,3.0,2.6,2.7,4.0,4.2,6.7,3.3,0.0,8.1,8.0
VIRGINIA,2018,6756219.0,65.9,61.0,5.0,4.1,4.6,17.8,9.9,6.3,4.8,3.8,3.5,3.1,2.7,2.2,4.2,8.1,7.0,3.7,5.9,5.1,7.2
WASHINGTON,2018,5843155.0,64.4,60.1,5.3,4.8,4.9,19.2,9.9,6.0,5.0,4.2,3.9,3.6,3.0,3.5,5.0,8.7,11.0,4.4,7.7,6.3,8.4
WEST VIRGINIA,2018,1499244.0,53.2,49.5,6.7,6.6,6.4,22.1,13.0,9.4,7.6,6.0,4.1,3.2,2.8,2.9,6.6,10.6,6.1,4.2,17.6,7.2,11.8
WISCONSIN,2018,4639447.0,66.7,63.9,4.0,3.3,3.7,10.8,6.9,4.8,3.9,3.2,3.0,2.7,2.4,2.6,3.4,11.6,9.7,4.0,4.1,5.9,9.0
WYOMING,2018,458979.0,67.0,63.4,4.5,4.1,4.2,12.2,6.4,5.3,4.7,3.9,3.6,2.9,3.5,4.6,4.2,9.1,11.8,3.6,8.5,6.1,7.2
ALABAMA,2019,3907144.0,57.4,53.7,5.9,4.6,5.5,19.4,11.2,7.9,6.5,4.7,3.7,3.2,3.0,3.0,4.5,9.5,7.8,2.8,20.2,5.3,10.9
ALASKA,2019,571681.0,68.6,60.8,7.2,5.2,6.7,20.7,12.9,7.8,6.3,5.5,5.8,5.1,4.8,2.3,5.2,4.7,18.8,4.1,8.7,6.5,10.8
ARIZONA,2019,5600921.0,59.7,55.9,5.9,4.9,5.3,20.3,9.5,6.6,5.3,4.2,4.1,4.3,4.1,4.4,5.3,8.5,13.2,3.9,6.1,6.6,9.7
ARKANSAS,2019,2374747.0,58.1,54.9,5.1,4.4,4.6,19.3,9.4,5.9,5.3,4.2,3.1,2.9,2.4,2.8,4.3,9.0,5.9,2.3,6.4,5.4,9.1
CALIFORNIA,2019,31284669.0,63.7,59.4,6.1,5.1,5.7,21.5,10.8,6.7,5.3,4.7,4.6,4.6,3.9,4.4,5.7,10.4,9.8,4.6,6.7,6.8,7.9
COLORADO,2019,4489308.0,68.4,64.7,4.3,3.8,3.9,14.6,7.0,4.4,4.1,3.3,3.2,3.4,2.9,2.7,4.0,6.9,8.1,3.4,6.2,6.0,6.5
CONNECTICUT,2019,2924968.0,66.4,62.1,6.0,4.6,5.6,19.3,10.2,6.9,5.8,4.9,4.7,4.2,4.1,3.2,5.0,10.4,11.6,5.2,10.3,10.5,10.7
DELAWARE,2019,777026.0,62.5,58.6,5.5,4.6,5.0,17.7,9.5,6.2,5.2,4.5,4.0,3.9,4.5,2.9,4.7,8.1,5.7,3.8,5.2,5.6,7.7
FLORIDA,2019,17201999.0,58.8,55.2,5.6,4.7,5.2,18.9,9.7,6.4,5.3,4.6,4.2,4.2,3.9,4.1,4.8,9.1,7.3,4.4,5.3,5.8,7.5
GEORGIA,2019,8187263.0,63.2,59.1,5.7,4.3,5.2,19.4,10.7,6.8,5.5,4.4,3.7,3.6,3.4,3.0,4.2,8.6,7.5,3.5,6.6,4.2,8.1
HAWAII,2019,1149147.0,65.4,59.2,4.3,4.5,4.0,15.4,8.6,4.7,4.0,4.1,2.9,3.0,2.2,2.9,4.6,9.3,4.9,2.6,7.5,5.2,5.3
IDAHO,2019,1327132.0,62.7,59.7,4.3,4.0,3.8,15.0,7.6,5.1,3.3,3.0,2.7,2.8,2.7,4.3,4.2,8.5,9.2,3.1,11.5,4.1,7.6
ILLINOIS,2019,10215498.0,65.2,61.2,5.9,4.3,5.5,19.0,11.0,6.7,5.2,4.7,4.4,4.4,3.2,3.2,4.5,14.1,9.0,4.2,5.2,6.3,8.9
INDIANA,2019,5273902.0,63.9,60.7,4.8,4.0,4.4,15.2,8.3,5.5,4.6,4.2,3.3,2.7,2.7,2.2,4.1,10.7,5.5,4.1,9.7,5.3,8.3
IOWA,2019,2492793.0,67.3,64.7,3.7,3.2,3.3,12.4,6.3,3.7,3.5,3.1,2.7,2.3,1.8,1.8,3.3,10.6,6.9,4.8,7.8,5.8,7.6
KANSAS,2019,2278846.0,66.7,63.2,4.1,3.5,3.6,13.9,7.6,4.6,3.4,2.9,2.8,2.6,1.9,1.5,3.7,7.8,7.8,3.4,5.8,5.8,7.6
KENTUCKY,2019,3553869.0,59.3,55.7,5.6,5.1,5.1,16.8,9.5,6.5,5.4,5.1,3.7,2.9,2.9,3.3,5.1,9.5,9.8,3.2,5.0,6.5,11.4
LOUISIANA,2019,3682698.0,59.5,55.2,6.5,4.7,6.1,21.9,11.7,7.9,6.6,5.4,4.4,4.1,3.0,2.5,4.8,10.0,7.1,3.7,10.3,6.4,10.9
MAINE,2019,1114049.0,62.9,60.2,4.1,4.0,3.7,14.1,7.3,5.3,3.4,3.5,2.8,3.0,3.1,5.0,4.0,7.5,8.7,2.7,2.0,5.9,8.8
MARYLAND,2019,4827204.0,67.7,63.7,5.1,3.8,4.7,17.4,10.5,6.3,4.9,3.7,3.5,3.4,3.6,3.5,3.9,7.5,6.0,3.6,1.1,5.1,6.9
MASSACHUSETTS,2019,5648105.0,67.3,64.0,4.8,4.1,4.4,15.2,8.2,5.2,4.2,3.8,3.7,3.7,3.3,3.1,4.3,8.5,9.9,4.4,3.0,7.7,6.8
MICHIGAN,2019,8049769.0,61.5,57.8,5.9,4.6,5.5,17.7,10.2,7.1,5.8,4.8,4.2,3.8,3.4,2.9,4.7,13.3,7.8,4.4,4.2,7.1,10.2
MINNESOTA,2019,4410576.0,69.7,67.1,3.6,2.9,3.3,11.0,6.0,3.9,3.2,2.8,2.7,2.9,2.2,2.4,3.0,8.8,12.6,4.3,4.7,6.1,7.4
MISSISSIPPI,2019,2354101.0,57.2,52.5,7.5,5.2,7.0,25.5,14.5,10.4,7.5,6.2,4.6,4.1,2.7,2.7,5.2,11.1,13.4,5.4,0.0,4.5,11.6
MISSOURI,2019,4881733.0,63.0,59.7,4.6,3.9,4.2,13.6,7.7,5.5,4.4,3.6,3.4,3.1,2.6,3.2,3.9,9.2,7.9,3.3,4.9,5.0,7.9
MONTANA,2019,847280.0,63.4,60.5,4.0,3.5,3.8,11.3,7.1,4.4,3.2,3.7,3.0,2.9,2.4,2.7,3.5,6.6,13.1,2.7,5.4,3.0,6.6
NEBRASKA,2019,1491786.0,69.7,67.0,3.3,2.6,2.9,13.5,5.8,3.6,2.5,2.6,2.3,2.0,1.5,1.9,2.9,8.0,13.1,4.8,7.0,5.5,6.9
NEVADA,2019,2366398.0,63.7,59.4,6.2,5.5,5.7,19.9,9.4,6.5,5.7,4.9,5.0,5.0,5.1,6.4,5.6,10.3,10.1,4.8,7.6,6.0,8.7
NEW HAMPSHIRE,2019,1121659.0,67.7,65.1,3.6,3.4,3.3,10.9,7.0,3.9,3.2,2.8,2.4,2.9,2.6,2.6,3.5,8.1,2.6,3.4,13.1,8.7,6.3
NEW JERSEY,2019,7148309.0,65.6,61.9,5.5,4.6,5.2,17.9,11.2,6.1,4.9,4.3,4.3,4.2,4.2,4.0,4.7,9.8,8.5,4.2,6.7,6.3,8.2
NEW MEXICO,2019,1661646.0,57.9,53.5,6.7,5.0,6.3,18.7,10.7,8.3,7.0,5.9,4.7,4.3,3.6,4.6,5.9,7.3,13.7,4.7,3.7,6.0,8.3
NEW YORK,2019,15936244.0,63.2,59.6,5.5,4.1,5.1,18.8,10.9,6.3,5.2,4.2,4.0,3.9,3.6,3.4,4.3,9.1,10.4,4.5,8.3,7.5,8.2
NORTH CAROLINA,2019,8233448.0,62.4,57.9,5.6,4.3,5.1,20.1,10.6,7.0,5.1,4.3,3.7,3.5,3.1,3.2,4.4,9.1,8.2,3.9,8.3,5.8,8.7
NORTH DAKOTA,2019,598271.0,70.3,67.2,2.8,2.2,2.5,9.9,4.1,3.2,2.1,1.9,2.4,1.9,1.6,0.6,2.2,7.3,11.5,1.3,16.1,4.5,3.6
OHIO,2019,9356584.0,63.3,59.8,5.3,4.3,4.9,16.5,9.1,6.3,5.2,4.5,3.8,3.2,3.1,3.0,4.3,11.5,11.9,3.7,9.4,7.5,10.5
OKLAHOMA,2019,3080177.0,61.2,57.5,5.1,4.2,4.7,16.4,8.6,5.8,5.0,4.2,3.7,3.3,2.3,2.0,4.3,9.5,7.5,3.3,7.1,4.8,7.0
OREGON,2019,3361188.0,62.4,58.9,5.5,5.2,5.0,18.9,9.4,5.9,5.0,4.1,4.2,4.1,3.9,4.6,5.2,9.0,11.5,4.4,3.3,5.8,8.5
PENNSYLVANIA,2019,10442963.0,62.8,59.4,5.3,4.2,4.9,16.7,10.0,6.1,5.1,4.3,3.8,3.6,3.3,3.2,4.4,11.1,10.8,4.9,3.5,9.5,9.7
RHODE ISLAND,2019,876019.0,64.8,60.9,5.4,4.4,5.0,16.7,9.5,6.2,4.9,4.3,4.0,3.5,3.4,2.5,4.7,9.7,15.6,5.2,0.0,8.2,11.3
SOUTH CAROLINA,2019,4044398.0,60.5,56.3,5.8,4.5,5.4,18.3,11.1,7.0,5.8,4.4,3.9,3.7,2.7,3.3,4.5,9.1,7.2,3.7,7.2,4.8,8.6
SOUTH DAKOTA,2019,679043.0,68.1,65.4,3.4,2.2,3.2,10.7,6.5,4.1,3.0,2.8,2.5,2.1,1.6,1.0,2.4,3.8,18.8,4.0,0.0,1.7,7.6
TENNESSEE,2019,5377153.0,61.4,57.8,5.3,4.5,4.9,15.7,9.2,6.7,5.2,4.4,3.6,3.3,2.9,3.3,4.5,8.9,5.2,3.3,16.9,5.5,7.8
TEXAS,2019,21736238.0,64.7,61.0,5.1,4.1,4.7,17.0,9.0,5.6,4.5,3.9,3.6,3.6,3.4,2.8,4.6,7.8,6.7,4.0,6.0,5.0,6.5
UTAH,2019,2273074.0,68.5,65.9,3.6,3.3,3.1,11.7,5.3,3.0,3.3,2.4,2.6,2.2,1.7,1.7,3.3,6.4,9.0,3.5,5.7,4.3,5.9
VERMONT,2019,522206.0,65.5,63.0,3.6,3.5,3.3,11.6,7.0,4.4,3.3,2.4,2.4,2.8,2.2,2.6,3.5,4.4,4.4,3.2,0.0,10.4,5.6
VIRGINIA,2019,6799060.0,65.9,61.1,4.6,3.8,4.2,16.6,9.1,5.7,4.4,3.5,3.2,2.9,2.5,2.0,3.9,7.3,6.2,3.3,6.9,5.1,6.7
WASHINGTON,2019,5941281.0,64.5,60.5,5.0,4.5,4.5,18.1,8.8,5.5,4.6,3.8,3.8,3.3,2.8,3.7,4.6,7.8,10.5,3.9,6.9,6.0,7.2
WEST VIRGINIA,2019,1491316.0,53.3,49.7,6.5,6.4,6.2,21.1,12.9,8.7,7.3,5.7,4.3,2.9,2.7,2.7,6.4,10.5,9.3,3.6,45.5,5.5,10.6
WISCONSIN,2019,4659582.0,66.5,64.0,3.6,3.0,3.3,10.0,6.1,4.3,3.6,2.8,2.6,2.4,2.2,2.5,3.0,10.0,9.2,3.6,4.3,5.3,8.3
WYOMING,2019,459282.0,66.4,62.8,4.5,4.1,4.1,13.8,7.2,4.8,4.1,3.4,3.7,2.5,3.7,4.1,4.2,8.9,12.5,2.9,12.1,7.4,6.9
